movie_id,genre_ids
15860,"[28, 53]"
8748,"[35, 10749]"
3489,"[80, 9648, 53]"
55823,"[18, 35, 10752]"
10063,"[53, 27, 35]"
13979,"[18, 53]"
12225,"[18, 35, 10749]"
298,"[80, 53]"
10832,"[53, 27]"
36143,"[10752, 18, 10749]"
14064,"[12, 35, 18]"
13742,"[35, 27, 53]"
2241,[35]
39465,"[878, 28, 14, 12]"
12561,"[28, 12, 27, 878]"
36679,"[28, 12, 878, 18, 14, 27]"
40765,[53]
30574,"[18, 53]"
37959,"[35, 18]"
18206,"[80, 18, 10749, 53]"
1691,[27]
29617,"[18, 35]"
1990,"[9648, 80, 18]"
170261,"[35, 10751, 14, 27]"
22049,"[14, 878]"
9408,"[16, 35, 10751]"
1979,"[12, 14, 28, 53]"
14043,"[28, 12, 80, 10751, 9648, 53]"
10288,"[10749, 35, 18, 27]"
74055,[35]
45664,[99]
1991,"[28, 53]"
43353,[878]
9952,"[12, 18, 10752]"
60400,"[18, 10751, 14]"
32004,"[18, 10749]"
17035,[35]
17320,[35]
21427,[35]
17660,"[28, 37]"
9724,"[18, 10749]"
1294,"[18, 10402]"
33294,[18]
57425,"[18, 10402, 10749, 10769]"
42700,"[18, 28, 53, 80, 9648, 10752]"
12713,[18]
25875,"[18, 27, 53, 878, 9648]"
12543,"[28, 35, 18, 53]"
13120,"[35, 18, 10749]"
34573,"[10751, 14]"
71822,[99]
13807,"[28, 80, 53]"
11211,[35]
27138,[18]
85535,[35]
2748,"[10749, 18]"
54934,[18]
125025,"[99, 10769]"
55859,"[28, 35]"
27464,[35]
122291,[18]
28666,[18]
41930,"[18, 35]"
75350,"[35, 10749]"
77621,"[18, 10749]"
43229,"[18, 10751]"
266525,"[18, 10751]"
9815,[18]
12695,[35]
32575,"[35, 18]"
49870,[99]
37985,[99]
42464,"[10402, 35, 18, 14]"
2359,[99]
442,"[35, 18]"
25150,[10402]
63096,[18]
43836,"[10749, 18]"
1988,"[18, 53]"
3021,"[27, 53]"
2196,"[35, 18]"
18425,"[18, 35, 10749]"
19606,"[12, 18, 36]"
1571,"[28, 53]"
2959,[35]
6022,"[18, 10749]"
2698,"[14, 35, 10751]"
1858,"[12, 878, 28]"
14125,"[80, 27, 53]"
675,"[12, 14, 10751, 9648]"
3563,"[35, 10749]"
40618,[35]
26185,"[28, 12, 80, 18]"
31652,"[9648, 53]"
30443,"[28, 80]"
18763,"[28, 35, 80, 18, 53]"
13491,"[28, 12, 18, 10749]"
11404,"[18, 35]"
16083,"[18, 53]"
37292,[37]
27683,"[18, 10749]"
13402,"[14, 27, 9648, 53]"
19968,"[35, 18]"
24582,[99]
4688,"[12, 18, 10402, 10749]"
13337,"[35, 18, 10749]"
27359,"[18, 14]"
101897,"[12, 35]"
54494,"[35, 18]"
10857,"[16, 35, 18, 10752]"
81847,"[28, 10752, 18]"
43898,"[12, 18]"
44502,"[10749, 14, 18, 10402]"
18632,[35]
32444,"[35, 18]"
7547,"[18, 10749]"
10074,"[28, 35]"
2270,"[12, 14, 10749, 10751]"
757,"[18, 53, 80, 9648, 35]"
15581,[35]
14219,"[14, 28, 27]"
35,"[16, 35, 10751]"
5857,"[80, 27, 9648, 53]"
3638,[35]
6589,"[28, 12, 35, 10751]"
8669,"[35, 18]"
15934,"[36, 18, 10402]"
2503,"[28, 18, 9648, 53]"
14123,[35]
88527,"[18, 10749]"
155386,[]
4516,[35]
8141,"[35, 80, 53, 10749]"
59995,"[18, 10749]"
14217,[27]
54546,[99]
10795,"[18, 53, 80, 9648]"
20163,[18]
31777,"[18, 10749]"
33916,"[80, 99]"
24159,"[35, 18]"
1721,"[12, 28, 35]"
31601,"[35, 18]"
25360,"[12, 14, 10751]"
34588,[35]
40060,[27]
18650,"[18, 10749]"
8363,[35]
4658,"[99, 10751]"
5956,"[18, 53, 27]"
6535,[18]
1127,[18]
9847,[27]
23861,"[10752, 18]"
1393,"[99, 18]"
2701,[18]
12455,"[18, 80]"
28049,"[27, 9648, 53]"
23495,[99]
13074,[18]
17274,[18]
17350,[35]
21494,"[10749, 18, 35]"
5174,"[28, 35, 80, 53]"
28742,"[99, 10402]"
9703,"[28, 12, 14, 10752]"
22085,"[18, 35]"
3542,"[18, 10749]"
43750,"[35, 18, 10749]"
9750,"[35, 80]"
10760,[35]
4349,"[53, 28, 18]"
14223,"[18, 27, 53]"
13068,"[35, 18]"
9561,[99]
14144,"[35, 10751]"
4858,"[878, 53]"
10431,"[28, 53, 80]"
15156,"[18, 28, 53, 80]"
12435,"[35, 18, 10749]"
14877,"[18, 28, 36, 37, 10749]"
2082,[27]
11835,"[28, 80, 18, 53]"
1845,"[35, 10749]"
14229,"[9648, 27, 53]"
13385,"[18, 80, 53]"
6609,"[28, 37]"
45211,[37]
48169,"[28, 35, 37]"
13958,[99]
81700,[18]
2335,"[28, 35]"
10961,"[35, 27, 53]"
22779,[16]
10071,[35]
4351,"[80, 18, 9648]"
12994,"[18, 14, 9648, 878, 53]"
42735,"[27, 53]"
2882,"[10749, 18]"
53975,"[28, 35]"
13501,"[35, 18, 10749, 14, 10402]"
6916,"[28, 35]"
84242,[18]
1992,"[27, 28, 53]"
5176,[37]
4141,"[28, 53, 35, 80]"
13173,[35]
14348,"[35, 99]"
14786,"[10770, 18, 80]"
31058,[18]
19583,[18]
4347,"[18, 10749]"
13529,[878]
13241,"[35, 99, 18, 36]"
523,"[18, 27]"
2009,[18]
12901,[99]
13722,"[28, 53]"
3469,"[18, 10749]"
4413,"[80, 18, 53]"
6973,"[36, 18, 53, 80, 9648]"
7913,[18]
15019,"[35, 18, 10749]"
77210,"[35, 10749]"
4629,"[18, 10749]"
15361,"[35, 18, 10749]"
5353,"[28, 12, 53, 18]"
2252,"[53, 80, 9648]"
14788,"[18, 80, 9648]"
63607,"[18, 35, 10749]"
13072,"[18, 28, 53]"
30365,[99]
42170,"[80, 18]"
13754,"[28, 12, 16]"
14284,[99]
20308,[18]
6641,"[35, 10749]"
15071,"[28, 12, 18, 53]"
8414,[18]
10425,"[18, 28, 53, 80]"
24170,"[18, 10749]"
20942,"[80, 18]"
7737,"[27, 28, 878]"
13257,"[35, 10749]"
10030,[35]
5915,"[12, 18]"
13680,"[35, 10751]"
4588,"[28, 18, 10749, 53]"
14313,"[35, 18, 10749]"
2728,"[28, 35]"
2274,"[12, 18, 14, 10751, 53]"
9038,[35]
7211,"[35, 10749, 18]"
4538,"[12, 18, 35]"
2001,"[18, 80, 53]"
4517,"[18, 36, 10749]"
4566,"[18, 9648, 80]"
4520,"[18, 53]"
6615,"[35, 10749, 18]"
4513,"[27, 53]"
5125,"[18, 53]"
3877,[18]
8954,"[18, 80, 53]"
4771,"[80, 18, 9648]"
10759,[35]
14251,"[18, 28, 35]"
14848,"[35, 10749]"
14930,[35]
9773,"[35, 878]"
13538,[53]
18421,[18]
4512,"[28, 18, 37]"
84972,[99]
37954,[18]
39893,"[18, 53]"
13197,"[28, 80, 18, 9648, 53]"
15048,"[36, 18]"
14041,"[28, 12, 18, 53]"
9898,"[80, 53]"
1922,[18]
41044,"[35, 10749]"
84567,"[18, 28, 10752]"
15669,[18]
2011,"[16, 18]"
5708,[18]
5951,"[35, 18, 10749]"
114033,[99]
13319,"[35, 18, 27]"
33688,[35]
20646,"[28, 80, 10769, 53]"
90374,[]
18613,[18]
9911,"[28, 80, 53]"
27419,"[9648, 18, 10749]"
15667,"[27, 53]"
14753,"[18, 10749]"
46067,"[18, 36]"
50155,"[10402, 37]"
13066,"[35, 10749]"
27827,[99]
3603,"[27, 35]"
2014,[18]
17202,"[35, 18]"
663,"[27, 53, 80]"
9262,"[28, 35, 10749]"
15651,[99]
27276,"[18, 10769, 14, 27]"
95560,"[27, 53]"
25476,"[80, 18]"
48301,[28]
29362,"[35, 10751, 18]"
33931,[12]
12646,"[12, 16, 14]"
20605,"[28, 53]"
14279,[99]
20607,[35]
2015,[18]
28007,[53]
7347,"[18, 28, 80]"
14421,[18]
5718,"[35, 18]"
5126,[18]
16126,"[27, 28]"
18731,"[28, 35, 10769]"
37005,[]
18442,"[27, 878, 53]"
42173,"[35, 18, 10749]"
4982,"[18, 80]"
5559,"[10751, 16, 12, 35]"
25755,"[35, 18, 14, 10749, 878]"
7972,"[80, 18, 53]"
2013,[18]
6977,"[80, 18, 53]"
39127,"[18, 53]"
4953,"[18, 35]"
10520,[35]
26336,"[99, 10749]"
37368,[37]
19026,"[16, 10751]"
5123,"[10751, 18, 10402]"
16203,[878]
53827,"[28, 37]"
18612,"[80, 18, 53, 28]"
5817,"[18, 35, 10402]"
13363,"[878, 18]"
43987,"[28, 35]"
32726,"[28, 12, 10749]"
4515,"[28, 12, 18, 36]"
5375,"[28, 35, 18]"
2310,"[12, 28, 16]"
2284,[35]
6639,"[18, 10749]"
4723,"[35, 878, 53]"
29162,"[18, 878, 9648]"
48267,"[28, 18]"
16768,"[35, 99]"
21296,"[80, 18, 53]"
24732,"[35, 878]"
10251,"[27, 53]"
15006,[18]
24060,"[80, 99]"
34898,"[80, 18]"
12555,"[35, 18]"
22606,"[28, 12, 18, 37]"
13561,"[35, 27]"
13168,[35]
20714,"[80, 18]"
11148,[18]
46872,"[18, 10752, 28]"
18312,[99]
17460,"[36, 18]"
5876,"[878, 27, 53]"
4523,"[35, 10751, 14, 10749]"
1620,"[28, 80, 18, 53]"
15250,"[35, 18]"
13474,"[27, 53]"
8079,"[35, 18, 10749]"
13483,"[53, 80, 9648]"
2268,"[12, 14]"
6479,"[18, 27, 28, 53, 878]"
6477,"[35, 10402, 10751, 14, 16]"
7249,"[16, 35, 878]"
44783,[99]
13998,"[35, 18]"
3902,"[18, 10402]"
18631,"[18, 53]"
43308,"[37, 18, 10749]"
11476,[18]
8272,[18]
13186,"[27, 53]"
6537,"[27, 18, 53]"
43798,"[18, 36, 10749, 10752]"
7326,"[35, 18, 10749]"
1874,"[36, 18]"
55192,[18]
33003,[99]
1989,"[18, 10749]"
4946,"[80, 18]"
24123,"[18, 35, 10749]"
28522,"[27, 878]"
48266,[18]
71848,"[53, 10749]"
34424,[99]
25460,[18]
25740,[99]
13076,[18]
11600,"[18, 10752]"
35237,[99]
13023,[99]
150938,[]
46902,"[35, 18, 10749]"
10884,[99]
13348,[99]
64942,[18]
25784,[18]
22452,"[36, 99, 10752, 10769]"
7350,"[18, 35]"
66110,[99]
26600,"[18, 14]"
7979,[18]
20567,"[28, 80]"
45126,"[18, 10749]"
52473,"[18, 10769, 10749, 878]"
12171,"[27, 53]"
157373,[]
71066,"[18, 28, 10749]"
13299,"[35, 10749]"
13250,"[80, 18, 53]"
42790,"[18, 35]"
9867,[35]
15495,"[18, 27, 53]"
53896,"[18, 10749]"
14148,"[80, 18, 9648, 53]"
48737,[12]
13198,"[35, 18, 14, 10749]"
14804,"[10402, 18]"
111744,"[18, 10770]"
36328,"[80, 18]"
23817,"[35, 18]"
13885,"[18, 27, 10402]"
6637,"[28, 12, 9648, 53]"
12130,"[18, 10749]"
7345,[18]
42529,"[18, 14, 35]"
6538,"[35, 18, 36]"
40682,"[28, 37]"
440,"[14, 28, 878, 53, 27]"
6575,"[35, 10402]"
19213,[35]
19103,"[35, 18, 10749]"
6076,"[18, 35, 10749]"
9546,"[28, 80, 53]"
40860,"[35, 10769]"
111854,[35]
14047,[18]
1488,"[18, 35]"
14118,"[35, 18, 10749]"
54318,"[14, 12, 10751]"
69315,"[10770, 878, 28, 18, 53]"
45871,"[28, 12, 18, 878]"
6023,"[18, 10749]"
26990,"[35, 18, 10749, 10751]"
6557,"[35, 10749]"
107282,"[14, 18, 35]"
28363,"[27, 53, 9648]"
17181,"[99, 18, 36]"
69557,[18]
110909,"[35, 10749]"
31068,"[18, 53]"
60141,"[18, 10769]"
32307,"[28, 12, 35, 10751, 14, 878]"
49367,"[18, 36]"
28272,"[35, 18]"
4787,"[80, 18, 53]"
21847,"[18, 53]"
33358,"[35, 10749]"
7508,[18]
20629,"[35, 37]"
10253,"[14, 18, 27, 28, 53, 878]"
44434,"[18, 35, 10749]"
5259,"[35, 18]"
47841,"[18, 10769, 10749]"
8329,"[27, 9648]"
14062,"[18, 80, 53]"
51992,"[9648, 53]"
49717,"[35, 18, 10402, 10749]"
2312,"[12, 14, 28, 18]"
13195,"[80, 18, 53]"
78705,"[18, 10769]"
30535,[18]
7191,"[28, 53, 878]"
12085,"[28, 35, 80]"
24624,"[28, 53]"
4170,"[18, 53]"
13252,"[80, 53, 9648]"
42635,"[18, 10749]"
11908,"[35, 27]"
15017,"[35, 10749]"
86241,"[10749, 18, 10402]"
8875,"[27, 53]"
37780,"[18, 10751]"
18290,"[18, 28, 35, 53, 10749]"
10247,"[10749, 35, 18]"
43604,[37]
3575,"[27, 53]"
28303,"[28, 35, 37]"
27507,[18]
71068,[37]
111747,"[18, 37]"
32716,"[10749, 37]"
41845,[18]
25078,"[14, 16, 878, 10751]"
14069,"[14, 16, 18, 878]"
15053,"[35, 18, 10749]"
81522,[35]
6933,"[27, 9648, 53]"
14423,"[28, 35]"
8090,[18]
7555,"[28, 53]"
16988,[18]
7278,[35]
9030,"[18, 27, 53]"
14220,[35]
13160,[35]
27357,"[16, 35]"
10834,[18]
13059,"[28, 53, 27, 878]"
11253,"[12, 14, 878]"
58470,[35]
38007,"[35, 10749]"
8321,"[35, 18, 80]"
17665,[18]
4034,"[28, 12, 35]"
1479,"[18, 80]"
2282,"[18, 10749]"
100526,"[18, 14, 10752]"
62652,[18]
53094,"[80, 18, 878, 53]"
244145,[]
59474,"[18, 10402]"
19275,[99]
7973,"[18, 35, 10749]"
15020,[18]
34981,[99]
13054,"[28, 12, 80, 18, 53]"
18893,"[10402, 99]"
55294,[18]
43691,"[18, 12]"
7839,[35]
77245,"[18, 36]"
19384,"[28, 53, 878, 80, 27]"
13121,"[35, 27]"
71072,"[14, 878, 12]"
46885,"[27, 53]"
13315,"[14, 18]"
42041,"[18, 10769, 27]"
13490,"[35, 18]"
8676,"[10749, 35, 12]"
43705,[18]
12855,"[35, 18, 10749]"
37003,"[10402, 99]"
15030,"[99, 12, 18, 28]"
12167,"[35, 18]"
28093,"[18, 10752]"
20520,"[18, 35]"
76235,[18]
48131,"[27, 18]"
8247,"[12, 14, 878]"
7992,[18]
14105,"[28, 80, 18, 9648, 53]"
8390,"[35, 10749]"
21490,[18]
95169,"[10752, 18]"
13641,"[18, 28, 53, 80]"
113788,"[53, 18, 10749]"
18652,"[80, 18, 53]"
125742,"[99, 10769]"
7461,"[18, 28, 53, 80]"
8204,"[12, 10751, 14]"
8328,"[10402, 18, 10749]"
14073,"[28, 12, 18, 36, 10749]"
94009,"[80, 35, 18]"
12650,"[14, 18, 10749]"
72602,"[35, 80]"
25919,"[35, 18, 10402]"
15365,"[28, 12, 35, 80]"
12184,[18]
13260,[35]
7942,"[35, 10749]"
36091,"[18, 10749]"
117001,"[28, 18, 10752]"
38052,"[99, 10769]"
13362,[99]
10844,[18]
21043,"[18, 53]"
23312,[35]
11161,[18]
6473,"[28, 12, 53]"
90387,[12]
33034,"[9648, 18, 53]"
38804,"[10749, 35, 10402]"
21373,"[18, 53]"
13493,"[35, 10751]"
7840,"[12, 28, 18, 14]"
8848,"[53, 80, 18]"
13460,"[28, 53, 878]"
12222,"[16, 35, 10751, 12, 14]"
8461,"[27, 53, 80]"
7862,"[18, 10752]"
12246,[36]
16666,"[99, 10402, 10752]"
12177,"[35, 10749]"
15511,"[12, 16, 35, 878, 10751]"
13025,"[27, 28, 878]"
2239,"[18, 35, 53]"
7985,"[14, 35, 10749]"
7343,[18]
28816,[99]
14066,[18]
37300,"[18, 9648, 10749, 53]"
13016,"[99, 36]"
10797,"[16, 35]"
6391,"[18, 35, 10749, 10769]"
14011,"[28, 12, 16, 878]"
29004,"[16, 878, 35]"
18586,"[10402, 18, 10749]"
13196,"[35, 18, 10749]"
3764,[18]
14793,[10402]
8944,"[35, 18]"
15124,"[18, 53]"
33166,[18]
45757,"[18, 10751]"
28260,"[35, 878, 10749, 27]"
12178,"[18, 35, 10749]"
14054,"[18, 10749]"
8060,"[80, 18, 10749]"
22551,"[27, 53]"
43797,"[35, 10402, 10749]"
383,[18]
78307,[18]
12453,"[35, 18]"
28205,[18]
155,"[18, 28, 80, 53]"
72608,[35]
29369,"[35, 80, 9648]"
29907,"[35, 10769]"
46883,"[18, 10749]"
36527,"[18, 10751]"
79161,[99]
18070,[28]
14014,[35]
8456,"[18, 28]"
22521,"[99, 10769]"
79156,"[99, 10769]"
42536,"[18, 36]"
13688,"[35, 18, 10751, 14, 878]"
8457,[35]
86792,"[53, 10749]"
32579,[18]
11534,"[18, 14, 10749]"
18633,"[14, 35, 18]"
19333,"[28, 878, 14]"
31409,"[35, 10402, 10749]"
13495,[28]
27323,[35]
22060,"[53, 27]"
511,[18]
7797,"[14, 18, 9648]"
8093,[18]
8065,"[18, 80]"
12890,"[35, 18, 10749]"
15185,[18]
44813,[18]
60612,[]
31421,"[18, 10749]"
24411,"[28, 80, 53]"
4942,"[35, 10749, 18]"
14044,"[28, 36]"
42143,[18]
11483,"[12, 35]"
36223,"[28, 35, 10769]"
25904,"[18, 36]"
8988,"[18, 10752]"
7944,"[99, 10402]"
18031,[18]
18218,[99]
46982,"[18, 35]"
13317,"[878, 18]"
14272,"[28, 35, 80]"
28705,[18]
35760,"[18, 10769]"
16283,"[18, 10769, 10749]"
7351,[18]
8281,"[18, 35, 80]"
99339,[]
8267,"[18, 35, 10769]"
13312,[27]
10488,"[12, 35, 10751, 14]"
11152,"[18, 27]"
15260,[99]
18181,[99]
9870,"[35, 10749, 18]"
14424,"[35, 10749, 18]"
11918,"[28, 35, 878]"
1266,"[28, 80, 18, 53]"
12473,"[80, 18, 10402]"
13335,"[35, 12]"
8827,"[18, 35]"
12156,[18]
7459,"[28, 10751, 878]"
9997,"[14, 27, 28, 878]"
28704,"[28, 35, 18, 53]"
38376,[18]
8319,[18]
92299,"[10749, 35]"
1729,"[28, 12, 14]"
12179,[99]
13079,"[53, 18, 9648]"
24701,[35]
28131,"[9648, 80, 18]"
14324,"[12, 28, 35, 10749]"
10503,"[18, 35]"
13007,"[35, 99]"
9017,"[28, 12, 27]"
25119,"[28, 27, 53]"
53196,[99]
38163,"[35, 18]"
13258,[35]
14236,"[35, 99]"
13784,"[80, 27, 878]"
27918,"[878, 27, 9648]"
28435,"[10749, 80, 27, 9648]"
31604,"[80, 28]"
38661,"[28, 12]"
40044,"[28, 12]"
40214,"[28, 12, 10749]"
40045,"[28, 12]"
1810,"[36, 18, 37]"
47120,[18]
7861,"[35, 18, 10749]"
13018,[53]
8780,[35]
10886,"[18, 9648]"
13650,"[35, 18, 10749]"
29291,"[18, 10749]"
13359,[99]
26232,"[18, 14, 10769, 10749]"
8617,"[80, 27]"
6967,[18]
1726,"[28, 878, 12]"
22194,[27]
10761,"[35, 10749]"
12400,[18]
16135,"[35, 18]"
14000,"[80, 53]"
43664,"[18, 10749]"
8681,"[28, 53]"
16450,"[28, 12, 80, 18, 53]"
12198,"[10751, 18]"
14784,"[12, 14, 18]"
13001,"[12, 878]"
13412,"[80, 18, 53]"
13162,[35]
13243,"[35, 18, 10749]"
13008,"[80, 18]"
9029,"[35, 10749]"
15957,[18]
8277,[35]
17106,"[35, 18, 10749]"
12586,"[18, 10749]"
41648,"[18, 10769, 10749]"
3014,[53]
43822,[18]
87541,"[18, 36, 99, 10752, 10769]"
16042,[99]
2454,"[12, 10751, 14]"
12197,[18]
32684,[53]
25527,"[10770, 18]"
17483,"[28, 18, 10749]"
14530,[35]
21182,[99]
13191,"[28, 12, 35, 53]"
38834,[18]
15356,"[53, 80, 18, 27]"
15281,[99]
217,"[12, 28]"
13534,"[28, 35, 80]"
50700,"[35, 18]"
85514,"[18, 10749, 53, 10752]"
10120,"[28, 35]"
60676,[99]
22498,"[99, 10402]"
37481,"[53, 37]"
12808,"[10749, 35, 18]"
82437,[99]
43145,"[35, 10402, 10749]"
44260,[99]
38282,"[18, 10749]"
12245,"[80, 9648, 53]"
10885,"[27, 9648, 53]"
15378,[35]
4564,"[35, 18, 10749]"
10665,"[53, 27, 9648]"
10822,[18]
13636,[99]
9022,"[27, 9648, 53]"
31512,"[35, 18]"
14103,"[10749, 12, 28]"
9502,"[12, 16, 10751, 35]"
16117,[99]
130639,"[99, 10769]"
51929,"[99, 10769]"
74349,"[18, 37]"
14050,"[18, 36]"
14019,"[35, 80, 18, 53]"
15776,[18]
17221,"[28, 80, 18, 53]"
37308,"[12, 28, 37, 10752]"
29377,"[12, 28, 53]"
26119,"[28, 12, 37]"
42358,"[53, 28]"
50231,[18]
4857,"[80, 28, 12]"
79761,"[28, 18]"
37626,"[80, 28, 53, 9648]"
48564,"[28, 37]"
46189,"[10752, 28, 18]"
72609,[35]
117044,"[18, 36, 10749]"
114348,[18]
95402,[18]
14305,"[10749, 878, 53]"
72445,[18]
20017,[18]
45996,"[18, 10749]"
10661,"[35, 28]"
60261,[18]
13172,[35]
45791,[18]
9789,[35]
13848,"[80, 27, 9648, 53]"
51484,"[18, 10769, 10749]"
3687,"[35, 878]"
22090,[53]
2982,"[12, 14, 878]"
42657,"[37, 12, 18, 28, 10749]"
45408,"[28, 12, 35, 80, 18]"
82731,"[28, 12, 10749]"
37412,[37]
66180,"[18, 10749, 10769]"
31742,[18]
12912,"[35, 18, 10749]"
13170,[35]
14748,"[80, 18]"
15691,"[10770, 12, 18, 878]"
13206,"[99, 10749, 10769]"
14392,"[28, 18, 36]"
18467,"[18, 53]"
14882,"[18, 10751]"
8645,"[53, 878]"
1724,"[878, 28, 12]"
5759,"[18, 35, 27]"
13405,"[18, 10752]"
49258,[18]
10681,"[16, 10751]"
8909,"[28, 53, 80]"
8960,"[14, 28]"
15728,"[18, 10749]"
23676,"[99, 18]"
1938,"[80, 18, 10749]"
75141,"[10402, 10751]"
42473,"[10751, 10402]"
13993,[18]
11665,"[28, 35, 53]"
13019,"[35, 18, 10749]"
21074,[18]
26354,[99]
22905,"[99, 36, 10752]"
10748,"[35, 10751, 878]"
27509,"[80, 18, 27]"
14949,"[18, 53]"
78998,"[35, 80, 18, 10749]"
12889,"[16, 35, 878, 14]"
28681,"[12, 27]"
41850,"[80, 99]"
85559,"[35, 18, 10749, 10752]"
51890,"[35, 10769, 27]"
45698,"[14, 18]"
26302,"[18, 10769]"
32263,"[35, 99]"
27506,"[18, 9648]"
111305,"[28, 35, 18]"
27505,"[80, 18, 10749]"
27504,"[80, 18]"
64852,"[27, 18]"
78321,"[28, 80, 18]"
77765,"[80, 18, 53]"
45512,"[28, 35, 37]"
43031,[18]
13205,"[16, 18, 10751]"
30106,[99]
13065,"[35, 18]"
8359,"[35, 18, 10751]"
13003,[99]
13990,[18]
15272,"[99, 10769]"
80659,"[35, 10749]"
10842,"[9648, 18, 27, 53]"
72163,"[28, 35, 37, 10749]"
29882,"[28, 12]"
40630,[37]
31658,"[28, 18, 37]"
14349,[18]
12172,[99]
64131,"[80, 18, 10749, 878, 53]"
15125,[878]
8847,[99]
43869,"[12, 10751]"
94525,"[18, 27]"
125550,[18]
13009,"[35, 27]"
13675,"[10751, 16, 10770]"
33588,[99]
16800,[99]
56224,"[36, 99]"
14111,"[28, 12, 18, 36, 10752]"
17479,"[10752, 18, 10769]"
32604,[]
11631,"[35, 10749]"
20158,"[18, 10402]"
8265,[35]
42718,"[18, 10749]"
15654,"[35, 18]"
14634,[18]
14414,"[18, 10402]"
428,"[18, 10749]"
20548,[18]
14145,"[14, 27]"
9010,"[35, 80, 53]"
13022,"[28, 27, 53]"
68259,"[18, 10769]"
9783,"[27, 53]"
10190,[18]
43487,[18]
13353,"[10751, 16]"
16019,[18]
46531,"[80, 18, 53]"
13614,"[18, 36, 10752]"
4966,"[10752, 18, 36, 10749]"
88751,"[28, 878, 12, 35, 10751]"
11260,"[35, 878, 12, 10751]"
13964,"[28, 12, 35, 80, 27, 53]"
13692,[18]
13910,"[18, 10749]"
10818,"[18, 10749]"
14456,[27]
15840,[18]
15830,[18]
25647,"[80, 18]"
14898,"[53, 80, 18]"
12416,"[53, 35]"
572,"[27, 9648, 53]"
36226,"[53, 18]"
60531,"[18, 53, 10769]"
13021,"[35, 10749]"
16007,"[14, 9648, 53]"
158800,"[35, 10751, 18]"
18035,"[35, 10749]"
43253,"[53, 37]"
14820,"[35, 18]"
6687,"[53, 80, 9648]"
11802,"[16, 10751]"
2002,"[18, 10749]"
78527,[99]
12914,"[12, 878]"
13183,"[28, 9648, 878]"
116333,"[10752, 28]"
13255,"[18, 28, 53, 9648]"
14154,"[878, 18, 53]"
32666,"[35, 99]"
80523,[99]
12247,"[18, 53]"
22100,"[35, 10749]"
19244,"[80, 99]"
32008,"[28, 80, 18, 53]"
13012,"[28, 80, 18]"
12133,[35]
12568,"[18, 10749]"
8836,"[18, 9648, 878, 53]"
13259,[99]
14048,"[53, 99, 80, 36]"
12270,[99]
18846,"[16, 10751]"
10898,"[10751, 16]"
13541,"[35, 14, 10770]"
11910,"[18, 14]"
17245,[27]
30112,"[18, 10769, 10749]"
12192,"[80, 27, 53]"
70846,"[18, 35, 10769]"
16725,[18]
117129,"[35, 10769, 18]"
15865,"[53, 18]"
4140,[99]
14061,"[18, 36, 10749]"
85685,[18]
43680,"[18, 35, 878]"
16700,"[35, 18]"
167928,[18]
1735,"[12, 28, 14]"
10187,"[18, 35]"
10185,"[9648, 18, 80, 53, 27]"
10183,[18]
31082,[35]
13996,"[35, 18]"
5038,"[18, 10749]"
13851,"[16, 28, 12]"
19877,"[28, 16, 18, 878, 53]"
46871,[18]
28273,[18]
15859,"[18, 10749]"
31922,"[28, 53, 10749]"
14654,"[35, 18]"
13251,"[80, 18, 9648]"
1661,"[18, 35]"
41245,[18]
10189,"[28, 35]"
12289,"[12, 18, 28]"
45579,"[35, 10749]"
15069,"[80, 18, 27, 53]"
2012,[18]
18056,"[28, 53]"
18803,"[35, 18, 10749]"
10188,"[12, 35, 18, 10751]"
13300,"[28, 53]"
11671,"[18, 10749]"
63474,[35]
15570,[99]
155796,"[10749, 18]"
15208,"[18, 14]"
15662,"[9648, 18, 53]"
22029,"[28, 80, 18]"
13649,"[35, 18, 10751, 10402]"
7446,"[28, 35]"
14878,"[28, 27, 878, 53]"
12180,"[53, 16, 28, 878, 12, 14]"
13107,"[35, 18]"
29568,"[18, 10769, 10749]"
13256,"[28, 12, 27, 878]"
13436,"[9648, 35, 27, 53, 80, 18]"
8885,"[18, 16, 10752]"
13310,"[27, 18]"
12621,"[35, 10402]"
10483,"[28, 53, 878]"
12620,"[10749, 35]"
13579,"[18, 10751]"
10186,"[35, 10402]"
15320,[99]
13515,"[27, 9648, 53]"
5592,"[35, 18, 53]"
13956,"[12, 14, 16, 28, 878, 10751]"
60230,[99]
43389,"[10749, 18, 10402]"
31018,"[28, 99, 18, 53]"
13637,"[12, 28, 35, 37, 53]"
18116,"[35, 99, 27]"
15661,"[35, 18, 53]"
13564,"[27, 53]"
14566,"[9648, 53]"
14298,"[35, 18]"
4944,"[35, 18]"
13805,"[28, 35]"
9381,"[28, 12, 878, 53]"
13291,"[18, 28, 53, 80]"
13991,[35]
22319,[99]
13972,"[35, 18, 10749]"
16182,"[27, 9648]"
14771,[35]
43040,"[80, 37]"
15206,[27]
8285,"[28, 35, 53, 80, 878]"
118309,"[36, 18]"
18539,"[35, 18]"
21335,"[10752, 35, 10402]"
12165,"[18, 10749]"
85574,"[18, 10752]"
13184,"[28, 80, 53]"
12818,"[35, 10749]"
27521,"[18, 10752]"
13726,[18]
102305,[18]
35854,[28]
14075,"[12, 28, 53, 80]"
22554,[35]
18596,"[18, 53]"
26431,[18]
38019,"[18, 10769, 10749]"
43177,"[28, 18, 10751, 12]"
39368,"[53, 27]"
3865,[18]
